Station ID Number:,94040,-,-.1,-.2,-.3,Type of Measurement:,GHI,GHI_Flag,GHI_Tilt(15:180),GHI_Tilt(15:180)_Flag,GTI(15:180),GTI(15:180)_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI,DHI_Flag,PV_Power,PV_Power_Flag,PV_Power.1,PV_Power_Flag.1,Wind_Speed,Wind_Speed_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,GHI_Tilt(15:180)_original,GHI_Tilt(15:180)_original_Flag,GTI(15:180)_original,GTI(15:180)_original_Flag,DNI_original,DNI_original_Flag,DHI_original,DHI_original_Flag,NOTES
2019//11//8,312,06::53:00,16::55:33,11::54:32,4.613,13.897,3.157,3.125,-,-,4.753,3.362,2.619,3.125,6.595,3.125,0.538,3.1270000000000002,8.005,9.427,39.943,2.6270000000000002,0.25324305555555554,1.79,1.78,19.26,-0.00030000000000000003,0.0018000000000000002,-,-,0.,0.,0.,0.,-0.0013000000000000002,0.011300000000000001,-
2019//11//9,313,06::54:15,16::54:28,11::54:36,4.5600000000000005,13.857000000000001,2.931,3.125,-,-,3.966,3.362,1.605,3.125,3.727,3.125,1.326,3.126,5.765,11.814,34.804,2.977,0.1727361111111111,2.46,2.22,17.66,-0.002,0.0057,-,-,0.,0.,0.,0.,-0.0085,0.028200000000000003,-
2019//11//10,314,06::55:31,16::53:25,11::54:42,4.509,13.817,3.035,3.125,-,-,4.61,3.362,2.544,3.125,6.488,3.125,0.492,3.122,7.569,9.926,38.475,2.669,0.21081944444444448,1.74,3.36,19.13,-0.001,0.004,-,-,0.,0.,0.,0.,-0.0037,0.0177,-
2019//11//11,315,06::56:45,16::52:23,11::54:48,4.458,13.732000000000001,2.668,3.125,-,-,3.7640000000000002,3.362,1.55,3.126,4.101,3.125,1.118,3.125,5.026,14.754,32.241,2.875,0.22011111111111115,1.78,4.5,19.16,-0.0002,0.0017000000000000001,-,-,0.,0.,0.,0.,-0.0015,0.012,-
2019//11//12,316,06::57:59,16::51:24,11::54:56,4.408,13.692,2.102,3.125,-,-,2.822,3.362,0.983,3.126,2.589,3.126,1.118,3.1270000000000002,2.09,33.604,23.187,3.498,0.14177083333333332,1.5,4.89,18.32,-0.0004,0.002,-,-,0.,0.,0.,0.,-0.0011,0.0094,-
2019//11//13,317,06::59:14,16::50:26,11::55:04,4.359,13.675,2.9210000000000003,3.125,-,-,4.3020000000000005,3.362,1.985,3.125,5.091,3.125,0.936,3.126,6.8340000000000005,10.875,36.62,2.602,0.16536805555555556,1.55,2.61,17.62,-0.0002,0.0018000000000000002,-,-,0.,0.,0.,0.,-0.0009000000000000001,0.009300000000000001,-
2019//11//14,318,07::00:29,16::49:30,11::55:13,4.311,13.635,1.422,3.125,-,-,1.54,3.362,0.13,3.117,0.265,3.123,1.293,3.124,-1.933,-28.053,12.465,6.313,0.11361111111111111,1.6300000000000001,5.0600000000000005,13.870000000000001,-0.0002,0.0014,-,-,0.,0.,0.,0.,-0.002,0.014,-
2019//11//15,319,07::01:43,16::48:36,11::55:23,4.264,13.572000000000001,1.5090000000000001,3.124,-,-,1.668,3.362,0.115,3.1270000000000002,0.268,3.1310000000000002,1.3940000000000001,3.124,-1.467,-31.843,14.304,5.107,0.16154166666666664,1.95,6.0200000000000005,14.32,-0.0001,0.0009000000000000001,-,-,0.,0.,0.,0.,-0.0019,0.013900000000000001,-
2019//11//16,320,07::02:56,16::47:45,11::55:33,4.219,13.532,2.65,3.125,-,-,3.861,3.362,1.735,3.126,4.605,3.125,0.914,3.126,5.551,13.182,32.804,2.656,0.20112500000000005,2.11,5.09,16.080000000000002,0.,0.0006000000000000001,-,-,0.,0.,0.,0.,-0.0008,0.0092,-
2019//11//17,321,07::04:10,16::46:55,11::55:45,4.174,13.491,2.592,3.126,-,-,3.848,3.362,1.811,3.124,5.091,3.125,0.782,3.124,5.142,14.294,31.858,2.867,0.08722222222222221,1.1400000000000001,2.39,18.56,0.,0.,-,-,0.,0.,0.,0.,0.,0.,-
2019//11//18,322,07::05:24,16::46:07,11::55:57,4.13,13.451,2.1710000000000003,3.125,-,-,2.9090000000000003,3.362,0.992,3.126,2.791,3.125,1.179,3.124,2.33,28.881,24.732,3.454,0.19314583333333332,2.13,2.94,17.01,0.,0.0007,-,-,0.,0.,0.,0.,-0.0006000000000000001,0.007500000000000001,-
2019//11//19,323,07::06:37,16::45:21,11::56:10,4.088,13.387,1.077,3.124,-,-,1.17,3.361,0.10400000000000001,3.1270000000000002,0.227,3.119,0.973,3.124,-2.938,-14.287,9.041,7.196,0.5991111111111111,3.06,6.29,12.09,-0.013000000000000001,0.013800000000000002,-,-,0.,0.,0.,0.,-0.1333,0.14730000000000001,-
2019//11//20,324,07::07:48,16::44:37,11::56:25,4.046,13.369,2.446,3.125,-,-,3.619,3.362,1.669,3.126,4.764,3.125,0.777,3.125,4.897,14.942,30.375,2.859,0.3738194444444444,2.15,0.56,11.19,-0.010400000000000001,0.012700000000000001,-,-,0.,0.,0.,0.,-0.1149,0.13290000000000002,-
2019//11//21,325,07::09:00,16::43:56,11::56:39,4.006,13.328,2.7920000000000003,3.125,-,-,4.424,3.362,2.368,3.125,6.564,3.125,0.424,3.1270000000000002,7.236,9.954,37.37,2.594,1.5970694444444442,6.15,0.74,14.82,-0.0004,0.0026000000000000003,-,-,0.,0.,0.,0.,-0.0016,0.012400000000000001,-
2019//11//22,326,07::10:12,16::43:16,11::56:55,3.967,13.287,2.723,3.416,-,-,4.295,3.362,2.2560000000000002,3.391,6.362,3.613,0.468,3.122,6.9350000000000005,10.481,36.024,2.625,0.21448611111111113,1.6600000000000001,-2.07,11.99,0.,0.,-,-,0.,0.,0.,0.,0.,0.,-
2019//11//23,327,07::11:24,16::42:38,11::57:11,3.9290000000000003,13.269,2.6630000000000003,3.313,-,-,4.22,3.362,2.204,3.293,6.268,3.473,0.459,3.125,6.582,10.869,35.146,2.644,0.2609444444444445,2.41,-1.1300000000000001,14.24,0.,0.,-,-,0.,0.,0.,0.,-0.00030000000000000003,0.0053,-
2019//11//24,328,07::12:34,16::42:03,11::57:29,3.892,13.204,1.3940000000000001,3.125,-,-,1.597,3.361,0.165,3.134,0.54,3.125,1.228,3.126,-1.447,-37.927,13.677,5.149,0.19886111111111113,2.32,-1.21,10.92,0.,0.0004,-,-,0.,0.,0.,0.,-0.00030000000000000003,0.0053,-
2019//11//25,329,07::13:43,16::41:29,11::57:46,3.856,13.186,0.966,3.125,-,-,0.971,3.364,0.017,3.045,0.037,3.092,0.9490000000000001,3.126,-3.56,-10.69,7.1240000000000006,8.954,0.45533333333333337,3.72,0.93,6.390000000000001,0.,0.0004,-,-,0.,0.,0.,0.,-0.00030000000000000003,0.0053,-
2019//11//26,330,07::14:51,16::41:00,11::58:05,3.822,13.144,0.467,3.124,-,-,0.432,3.365,0.001,3.743,0.003,3.096,0.466,3.124,-5.345,-1.375,1.498,17.009,2.309736111111111,8.98,-0.23,2.99,0.,0.0005,-,-,0.,0.,0.,0.,-0.0018000000000000002,0.013800000000000002,-
2019//11//27,331,07::15:59,16::40:30,11::58:25,3.789,13.126,0.994,3.125,-,-,0.96,3.363,0.005,3.313,0.013000000000000001,3.085,0.989,3.125,-6.016,-0.081,0.,100,0.021881944444444447,1.02,-2.31,3.79,-0.0158,0.0135,-,-,0.,0.,0.,0.,-0.1673,0.14300000000000002,-
2019//11//28,332,07::17:07,16::40:05,11::58:45,3.757,13.084,1.972,3.124,-,-,3.2960000000000003,3.362,1.383,3.126,3.539,3.125,0.588,3.126,-5.956,-0.027,21.726,3.189,0.08924305555555555,1.74,-4.8,5.69,-0.014700000000000001,0.013800000000000002,-,-,0.,0.,0.,0.,-0.16290000000000002,0.1448,-
2019//11//29,333,07::18:13,16::39:40,11::59:06,3.726,13.065,2.483,3.125,-,-,3.868,3.362,1.905,3.125,5.511,3.125,0.578,3.1270000000000002,-5.894,-0.028,34.193,2.6310000000000002,0.15686805555555555,1.69,-7.51,1.49,-0.0014,0.004200000000000001,-,-,0.,0.,0.,0.,-0.024800000000000003,0.0504,-
2019//11//30,334,07::19:19,16::39:19,11::59:27,3.696,13.023,1.012,3.126,-,-,1.06,3.363,0.03,3.073,0.09,3.115,0.983,3.125,-5.851,0.,8.397,7.296,2.821,9.120000000000001,-4.51,6.62,-0.0073,0.0102,-,-,0.,0.,0.,0.,-0.0688,0.0994,-
2019//12//1,335,07::20:23,16::39:00,11::59:49,3.668,13.004,2.5380000000000003,3.125,-,-,3.999,3.362,1.942,3.125,5.558,3.125,0.596,3.125,-5.869,0.,34.442,2.662,2.796451388888889,7.23,3.99,11.26,-0.0053,0.0099,-,-,0.,0.,0.,0.,-0.0134,0.0327,-
2019//12//2,336,07::21:27,16::38:43,12::00:12,3.641,12.985,2.08,3.124,-,-,3.144,3.362,1.391,3.124,3.563,3.125,0.6890000000000001,3.125,-5.8340000000000005,-0.14,27.601,3.1,0.7876458333333334,4.65,3.0500000000000003,15.43,-0.0029000000000000002,0.0073,-,-,0.,0.,0.,0.,-0.011300000000000001,0.031400000000000004,-
2019//12//3,337,07::22:29,16::38:28,12::00:36,3.616,12.965,2.205,3.125,-,-,3.474,3.362,1.675,3.126,5.105,3.125,0.53,3.123,-5.875,-0.056,28.35,2.8890000000000002,0.1618402777777778,1.73,0.8,11.51,-0.0005,0.0023,-,-,0.,0.,0.,0.,-0.0026000000000000003,0.0155,-
2019//12//4,338,07::23:30,16::38:17,12::01:00,3.592,12.922,1.278,3.126,-,-,1.504,3.363,0.13,3.133,0.342,3.124,1.1480000000000001,3.126,-5.894,-0.028,13.656,4.577,0.042340277777777775,1.17,-1.1500000000000001,7.46,-0.00030000000000000003,0.0019,-,-,0.,0.,0.,0.,-0.0034000000000000002,0.0194,-
2019//12//5,339,07::24:29,16::38:08,12::01:24,3.569,12.903,1.872,3.126,-,-,2.685,3.361,0.901,3.124,2.565,3.125,0.972,3.125,-5.912,-0.028,22.094,3.531,1.5038194444444444,6.37,-0.49,13.33,-0.00030000000000000003,0.002,-,-,0.,0.,0.,0.,-0.0064,0.025500000000000002,-
2019//12//6,340,07::25:28,16::38:00,12::01:49,3.547,12.883000000000001,1.046,3.126,-,-,1.192,3.362,0.111,3.116,0.313,3.124,0.936,3.126,-5.946,0.,9.52,6.838,2.682506944444445,6.640000000000001,8.43,14.870000000000001,-0.0006000000000000001,0.0028,-,-,0.,0.,0.,0.,-0.0051,0.0222,-
2019//12//7,341,07::26:24,16::37:56,12::02:15,3.527,12.864,0.845,3.124,-,-,0.834,3.36,0.007,3.028,0.019,3.071,0.838,3.126,-5.9270000000000005,0.,5.863,10.363,1.375076388888889,5.14,7.48,11.55,-0.0008,0.0032,-,-,0.,0.,0.,0.,-0.0035,0.0172,-
2019//12//8,342,07::27:19,16::37:53,12::02:41,3.508,12.844,1.183,3.124,-,-,1.565,3.362,0.29,3.124,1.027,3.126,0.893,3.125,-5.918,0.,12.157,5.289,0.05922916666666666,1.06,1.1400000000000001,11.700000000000001,-0.0061,0.009000000000000001,-,-,0.,0.,0.,0.,-0.0557,0.0786,-
2019//12//9,343,07::28:13,16::37:53,12::03:08,3.49,12.824,2.339,3.125,-,-,3.656,3.362,1.693,3.126,5.218,3.125,0.646,3.125,-5.88,0.,30.953,2.86,0.1293472222222222,1.85,-1.19,8.76,-0.005,0.0078000000000000005,-,-,0.,0.,0.,0.,-0.0597,0.0849,-
2019//12//10,344,07::29:05,16::37:56,12::03:35,3.474,12.803,1.0150000000000001,3.126,-,-,1.108,3.361,0.083,3.136,0.289,3.123,0.932,3.1270000000000002,-5.811,-0.028,8.923,7.198,0.19877083333333334,3.02,-1.1300000000000001,5.46,-0.0223,0.0125,-,-,0.,0.,0.,0.,-0.21730000000000002,0.1273,-
2019//12//11,345,07::29:56,16::38:01,12::04:03,3.46,12.783,0.353,3.129,-,-,0.338,3.358,0.,100,0.,100,0.353,3.1350000000000002,-5.917,-0.028,0.555,42.084,0.6759166666666667,5.28,1.6600000000000001,10.18,-0.0223,0.0142,-,-,0.,0.,0.,0.,-0.21860000000000002,0.1371,-
2019//12//12,346,07::30:45,16::38:08,12::04:30,3.446,12.763,0.537,3.125,-,-,0.537,3.359,0.002,3.436,0.006,3.243,0.535,3.1270000000000002,-5.899,0.,2.851,16.843,0.026402777777777775,1.26,5.07,10.22,-0.0346,0.006,-,-,0.,0.,0.,0.,-0.3266,0.022000000000000002,-
2019//12//13,347,07::31:33,16::38:18,12::04:59,3.434,12.742,0.377,3.129,-,-,0.358,3.366,0.,100,0.,100,0.377,3.134,-5.932,-0.028,1.239,20.565,0.08729861111111109,2.08,1.96,6.96,-0.0309,0.0078000000000000005,-,-,0.,0.,0.,0.,-0.2857,0.0728,-
2019//12//14,348,07::32:19,16::38:29,12::05:27,3.424,12.768,1.293,3.125,-,-,1.489,3.363,0.234,3.13,0.886,3.124,1.059,3.125,-5.869,0.,11.874,5.736,0.11069444444444443,1.72,-1.16,4.64,-0.0281,0.006900000000000001,-,-,0.,0.,0.,0.,-0.2569,0.0794,-
2019//12//15,349,07::33:02,16::38:44,12::05:56,3.414,12.747,0.986,3.125,-,-,1.147,3.363,0.038,3.089,0.099,3.109,0.9480000000000001,3.1270000000000002,-5.811,-0.028,9.511000000000001,7.261,0.035902777777777777,1.52,-1.8800000000000001,6.44,-0.0216,0.008700000000000001,-,-,0.,0.,0.,0.,-0.16970000000000002,0.10060000000000001,-
2019//12//16,350,07::33:44,16::39:02,12::06:25,3.407,12.726,2.0420000000000003,3.125,-,-,3.152,3.362,1.428,3.125,4.0760000000000005,3.125,0.614,3.126,-5.922,0.,28.043,2.922,1.4353263888888885,6.13,-3.84,8.74,-0.004,0.0077,-,-,0.,0.,0.,0.,-0.0371,0.0685,-
2019//12//17,351,07::34:25,16::39:20,12::06:54,3.4,12.728,0.486,3.128,-,-,0.528,3.36,0.042,3.1270000000000002,0.11800000000000001,3.134,0.444,3.132,-5.8660000000000005,0.,2.412,12.866,3.7389861111111107,8.43,6.15,9.36,-0.00030000000000000003,0.0018000000000000002,-,-,0.,0.,0.,0.,-0.0029000000000000002,0.017,-
2019//12//18,352,07::35:02,16::39:42,12::07:24,3.395,12.731,0.935,3.125,-,-,1.037,3.363,0.07100000000000001,3.117,0.17400000000000002,3.1270000000000002,0.864,3.1270000000000002,-5.9190000000000005,0.,7.909,8.062,2.2265486111111112,6.46,5.2700000000000005,9.88,-0.0005,0.0028,-,-,0.,0.,0.,0.,-0.0029000000000000002,0.0166,-
2019//12//19,353,07::35:39,16::40:06,12::07:53,3.392,12.709,2.037,3.125,-,-,2.677,3.362,0.667,3.125,1.891,3.125,1.37,3.126,-5.9190000000000005,-0.028,24.366,3.505,2.4685,8.,5.5200000000000005,12.15,-0.0002,0.0016,-,-,0.,0.,0.,0.,-0.0012000000000000001,0.010400000000000001,-
2019//12//20,354,07::36:13,16::40:31,12::08:23,3.3890000000000002,12.735,1.6400000000000001,3.126,-,-,2.1670000000000003,3.362,0.46,3.1270000000000002,1.3940000000000001,3.125,1.18,3.126,-5.974,0.,18.875,4.024,3.312486111111111,8.16,10.75,14.66,-0.00030000000000000003,0.0017000000000000001,-,-,0.,0.,0.,0.,-0.0025,0.0154,-
2019//12//21,355,07::36:45,16::41:01,12::08:53,3.3890000000000002,12.713000000000001,0.9590000000000001,3.126,-,-,1.025,3.361,0.024,3.1630000000000003,0.062,3.118,0.935,3.126,-5.9510000000000005,0.,6.341,10.175,1.6327430555555553,7.01,3.27,15.24,-0.0022,0.0058000000000000005,-,-,0.,0.,0.,0.,-0.0082,0.028800000000000003,-
2019//12//22,356,07::37:15,16::41:30,12::09:23,3.3890000000000002,12.738,1.113,3.124,-,-,1.165,3.362,0.095,3.126,0.241,3.126,1.018,3.125,-5.833,-0.084,9.723,6.373,0.5098055555555556,4.23,3.02,10.67,-0.0002,0.0015,-,-,0.,0.,0.,0.,-0.0014,0.011600000000000001,-
2019//12//23,357,07::37:42,16::42:04,12::09:53,3.391,12.716000000000001,2.419,3.301,-,-,3.888,3.407,1.87,3.29,5.833,3.49,0.549,3.125,-5.853,-0.112,32.252,2.7840000000000003,0.2950416666666667,2.45,-1.18,8.11,-0.0002,0.0016,-,-,0.,0.,0.,0.,-0.0024000000000000002,0.0154,-
2019//12//24,358,07::38:08,16::42:39,12::10:22,3.395,12.741,1.76,3.125,-,-,2.325,3.363,0.544,3.124,1.6360000000000001,3.125,1.216,3.126,-5.779,-0.14100000000000001,20.894000000000002,3.616,0.20980555555555555,1.7,-2.16,5.0200000000000005,0.,0.0004,-,-,0.,0.,0.,0.,-0.0015,0.0126,-
2019//12//25,359,07::38:32,16::43:16,12::10:52,3.4,12.719,1.712,3.125,-,-,2.544,3.362,0.973,3.126,2.65,3.125,0.739,3.125,-5.91,-0.111,22.395,3.078,0.24527083333333338,1.8800000000000001,-0.54,4.2700000000000005,0.,0.0004,-,-,0.,0.,0.,0.,-0.0012000000000000001,0.0115,-
2019//12//26,360,07::38:52,16::43:55,12::11:22,3.406,12.743,1.804,3.126,-,-,2.709,3.362,1.151,3.124,3.141,3.125,0.654,3.124,-5.807,-0.084,23.105,3.168,0.33617361111111116,2.2800000000000002,-4.23,5.28,0.,0.0004,-,-,0.,0.,0.,0.,-0.0008,0.0091,-
2019//12//27,361,07::39:11,16::44:36,12::11:51,3.414,12.768,1.835,3.125,-,-,2.5060000000000002,3.363,0.665,3.125,1.864,3.126,1.17,3.125,-5.831,-0.056,22.492,3.473,0.12436805555555554,1.28,-5.82,5.0600000000000005,-0.0001,0.001,-,-,0.,0.,0.,0.,-0.0018000000000000002,0.013600000000000001,-
2019//12//28,362,07::39:29,16::45:19,12::12:21,3.423,12.768,1.798,3.125,-,-,2.566,3.362,0.833,3.124,2.38,3.125,0.965,3.1270000000000002,-5.784,-0.056,23.062,3.479,0.11784027777777778,2.09,-3.15,6.41,-0.0002,0.0015,-,-,0.,0.,0.,0.,-0.0047,0.022500000000000003,-
2019//12//29,363,07::39:42,16::46:05,12::12:50,3.434,12.769,0.542,3.122,-,-,0.535,3.365,0.01,3.196,0.101,3.118,0.531,3.1270000000000002,-5.9030000000000005,-0.083,2.387,19.844,0.16436805555555553,1.5,-0.5700000000000001,5.67,-0.0011,0.0038,-,-,0.,0.,0.,0.,-0.0123,0.0359,-
2019//12//30,364,07::39:53,16::46:52,12::13:19,3.446,12.793000000000001,0.735,3.123,-,-,0.788,3.363,0.,100,0.001,2.622,0.734,3.129,-5.9270000000000005,-0.028,5.723,10.674,0.1092222222222222,1.48,2.,6.7700000000000005,-0.0102,0.011600000000000001,-,-,0.,0.,0.,0.,-0.0908,0.10360000000000001,-
2019//12//31,365,07::40:03,16::47:40,12::13:48,3.459,12.817,1.153,3.125,-,-,1.488,3.363,0.362,3.124,1.035,3.125,0.791,3.128,-5.909,0.,11.662,5.716,0.25302083333333336,2.66,2.82,6.82,-0.0102,0.010400000000000001,-,-,0.,0.,0.,0.,-0.0838,0.0906,-
END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA,END_OF_YEARLY_DATA
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY,JANUARY
Station ID Number:,94040,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,GHI_Tilt(15:180),GHI_Tilt(15:180)_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI,DHI_Flag,PV_Power,PV_Power_Flag,PV_Power,PV_Power_Flag,Wind_Speed,Wind_Speed_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,GHI_Tilt(15:180)_original,GHI_Tilt(15:180)_original_Flag,DNI_original,DNI_original_Flag,DHI_original,DHI_original_Flag,NOTES,,,,
Station Name:,ASO,-,-,-,-,Element:,1000,-,1160,-,2000,-,2010,-,3000,-,5161,-,5162,-,9210,-,9300,-,1000_original,-,1160_original,-,2010_original,-,3000_original,-,Contact Info: http://solardat.uoregon.edu,,,,
Station Location:,Ashland_Oregon_USA,-,-,-,-,Instrument Serial Number:,RSP(PY35563_GHI),-,LICOR(PY22981),-,RSP(PY35563_DNI),-,RSP(PY35563_DNI),-,RSP(PY35563_DHI),-,PV5kw(ASO),-,PV15kw(ASO),-,WindSpeed(ASO),-,Temperature(ASO),-,RSP(PY35563_GHI),-,LICOR(PY22981),-,RSP(PY35563_DNI),-,RSP(PY35563_DHI),-,Element description at: http://solardat.uoregon.edu/DataElementNumbers.html,,,,
Latitude:,42.19441,-,-,-,-,Instrument Shorthand Name:,RSP,-,GHI_TILT,-,-,-,RSP,-,RSP,-,PV5kw(ASO),-,PV15kw(ASO),-,WS(ASO),-,TEMP(ASO),-,RSP,-,GHI_TILT,-,RSP,-,RSP,-,Flag description at: http://solardat.uoregon.edu/QualityControlFlags.html,,,,
Longitude (+ East):,-122.698158,-,-,-,-,Responsivity:,9.8322,microV/(W/m^2),9.586300000000001,microV/(W/m^2),-,-,9.8322,microV/(W/m^2),9.8322,microV/(W/m^2),160.,Varies,2.7777800000000004,Varies,1308.9005200000001,microV?/m/s,1000.0000000000001,microV?/C,9.8322,microV/(W/m^2),9.586300000000001,microV/(W/m^2),9.8322,microV/(W/m^2),9.8322,microV/(W/m^2),Data has been calibrated using the responsivity values listed ,,,,
Altitude (m):,594.,-,-,-,-,Estimated Uncertainty (U95%):,5,-,3.362,-,10,-,10,-,30,-,1.999,-,2.191,-,4.383,-,2.2,-,5,-,3.362,-,10,-,30,-,The phrase (_original) means the data has not had the nighttime offset subtracted.,,,,
Time Zone (+ East):,-8.,-,-,-,-,Sample Method:,Avg,-,Avg,-,-,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Data that has been (computed) was calculated from measured columns.,,,,
Time Interval (Minutes):,1,-,-,-,-,Units:,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,Watts,-,Watts,-,m/s,-,C,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,Date this file was created: 2019-2-6,,,,
Year//Month,2019//01,-,-,-,-,Column Notes:,AdjustedColumn,-,AdjustedColumn,-,CalculatedColumn,-,AdjustedColumn,-,AdjustedColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,MeasuredColumn,-,This file was created using code: AAA Check data (2018-11-06).nb,,,,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY,FEBRUARY
Station ID Number:,94040,-,-,-,-,Type of Measurement:,GHI,GHI_Flag,GHI_Tilt(15:180),GHI_Tilt(15:180)_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI,DHI_Flag,PV_Power,PV_Power_Flag,PV_Power,PV_Power_Flag,Wind_Speed,Wind_Speed_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,GHI_Tilt(15:180)_original,GHI_Tilt(15:180)_original_Flag,DNI_original,DNI_original_Flag,DHI_original,DHI_original_Flag,NOTES,,,,
Station Name:,ASO,-,-,-,-,Element:,1000,-,1160,-,2000,-,2010,-,3000,-,5161,-,5162,-,9210,-,9300,-,1000_original,-,1160_original,-,2010_original,-,3000_original,-,Contact Info: http://solardat.uoregon.edu,,,,
Station Location:,Ashland_Oregon_USA,-,-,-,-,Instrument Serial Number:,RSP(PY35563_GHI),-,LICOR(PY22981),-,RSP(PY35563_DNI),-,RSP(PY35563_DNI),-,RSP(PY35563_DHI),-,PV5kw(ASO),-,PV15kw(ASO),-,WindSpeed(ASO),-,Temperature(ASO),-,RSP(PY35563_GHI),-,LICOR(PY22981),-,RSP(PY35563_DNI),-,RSP(PY35563_DHI),-,File format description at: http://solardat.uoregon.edu/download/Papers/Structure_of_a_comprehensive_solar_radiation_dataset_ASES_2017_Final.pdf,,,,
Latitude:,42.19441,-,-,-,-,Instrument Shorthand Name:,RSP,-,GHI_TILT,-,-,-,RSP,-,RSP,-,PV5kw(ASO),-,PV15kw(ASO),-,WS(ASO),-,TEMP(ASO),-,RSP,-,GHI_TILT,-,RSP,-,RSP,-,Flag description at: http://solardat.uoregon.edu/QualityControlFlags.html,,,,
Longitude (+ East):,-122.698158,-,-,-,-,Responsivity:,9.8322,microV/(W/m^2),9.586300000000001,microV/(W/m^2),-,-,9.8322,microV/(W/m^2),9.8322,microV/(W/m^2),160.,Varies,2.7777800000000004,Varies,1308.9005200000001,microV?/m/s,1000.0000000000001,microV?/C,9.8322,microV/(W/m^2),9.586300000000001,microV/(W/m^2),9.8322,microV/(W/m^2),9.8322,microV/(W/m^2),Data has been calibrated using the responsivity values listed ,,,,
Altitude (m):,594.,-,-,-,-,Estimated Uncertainty (U95%):,3.125,-,3.362,-,3.125,-,3.125,-,3.125,-,1.999,-,2.191,-,4.383,-,2.2,-,3.125,-,3.362,-,3.125,-,3.125,-,The phrase (_original) means the data has not had the nighttime offset subtracted (or any other adjustments).,,,,
Time Zone (+ East):,-8.,-,-,-,-,Sample Method:,Avg,-,Avg,-,-,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Avg,-,Data that has been (computed) was calculated from measured columns.,,,,
Time Interval (Minutes):,1,-,-,-,-,Units:,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,Watts,-,Watts,-,m/s,-,C,-,W/m^2,-,W/m^2,-,W/m^2,-,W/m^2,-,Date this file was created: 2019-6-24,,,,
